Trường đào tạo,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7510605C2,Logistics cảng hàng không - Xuất nhập khẩu - Giao nhận vận tải quốc tế (ngành Logistics và Quản lý chuỗi cung ứng),A00; A01; C00; D01,15,"CTC học Tiếng Việt, NN Tiếng Anh"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7510605CT1,Logistics và Quản lý chuỗi cung ứng,A01; A01; C00; D01,15,CTC nhận 2 bằng cử nhân và thạc sĩ
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7510605CT2,Logistics và Quản lý chuỗi cung ứng (Quản lý Logistics cảng biển - XNK -Giao nhận vận tài quốc tế),A01; A01; C00; D01,15,CTC nhận 2 bằng cử nhân và thạc sĩ
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7510605CT3,Logistics và quản lý chuỗi cung ứng (Quản lý Logistics cảng hàng không -XNK - Giao nhận vận tải quốc tế),A01; A01; C00; D01,15,CTC nhận 2 bằng cử nhân và thạc sĩ
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7510605LA,Logistics và Quản lý chuỗi cung ứng & Ngôn ngữ Anh,A01; D01; D15; D66,15,CTC nhận cùng lúc 2 bằng cử nhân
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7510605NB,Logistics và Ọuản lý chuỗi cung ứng,A00; A01; C00; D01,15,"CTC học Tiếng Việt, NN Tiếng Nhật"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7510605TN,Logistics và Quản lý chuỗi cung ứng (FIATA cấp Chứng chỉ Giao nhận vận tải quốc tế),A00; A01; C00; D01,20,"CT Cử nhân tài năng, học song ngữ Việt - Anh"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7720201,Dược học,A00; B00; B08; C08,21,"CTC học Tiếng Việt, NN Tiếng Anh"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7720301,Điều dưỡng,A00; B00; B08; C08,19,"CTC học Tiếng Việt, NN Tiếng Anh"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7720301NB,Điều dưỡng,A00; B00; B08; C08,19,"CTC học Tiếng Việt, NN Tiếng Nhật"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; C00; D01,15,"CTC học Tiếng Việt, NN Tiếng Anh"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7810103DA,Quản trị dịch vụ du lịch và lữ hành & Ngôn ngữ Anh,A01; D01; D15; D66,15,CTC nhận cùng lúc 2 bằng cử nhân
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7810201,Quản trị khách sạn,A00; A01; C00; D01,15,"CTC học Tiếng Việt, NN Tiếng Anh"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,78102010,Quản trị nhà hàng - khách sạn và dịch vụ ăn uống (ngành Quản trị khách sạn),A00; A01; C00; D01,15,"CTC học Tiếng Việt, NN Tiếng Anh"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7810201C2,Quản trị du lịch - nhà hàng - khách sạn (ngành Quản trị khách sạn),A00; A01; C00; D01,15,"CTC học Tiếng Việt, NN Tiếng Anh"
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,7810201QA,Quản trị khách sạn & Ngôn ngữ Anh,A01; D01; D15; D66,15,CTC nhận cùng lúc 2 bằng cử nhân
DHN - Trường Đại Học Nghệ Thuật Huế,7140222,Sư phạm Mỹ thuật,H00,21,
DHN - Trường Đại Học Nghệ Thuật Huế,7210103,Hội họa,H00,18.5,
DHN - Trường Đại Học Nghệ Thuật Huế,7210105,Điêu khắc,H00,18.5,
DHN - Trường Đại Học Nghệ Thuật Huế,7210403,Thiết kế Đồ họa,H00,18.5,
DHN - Trường Đại Học Nghệ Thuật Huế,7210404,Thiết kế Thời trang,H00,18.5,
DHN - Trường Đại Học Nghệ Thuật Huế,7580108,Thiết kế Nội thất,H00,18.5,
MIT - Trường Đại học Công nghệ Miền Đông,7220201,Ngôn ngữ Anh,A01; D01; D14; D15,15,
MIT - Trường Đại học Công nghệ Miền Đông,7220204,Ngôn ngữ Trung Quốc,A01; C00; D01; D15,15,
MIT - Trường Đại học Công nghệ Miền Đông,7310608,Đông phương học (chuyên ngành Hàn Quốc học),A01; C00; D01; D15,15,
MIT - Trường Đại học Công nghệ Miền Đông,7340101,Quản trị kinh doanh,A00; A01; C00; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7340114,Digital marketing,A00; A01; C00; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7340120,Kinh doanh quốc tế,A00; A01; C00; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7340205,Công nghệ tài chính,A00; A01; C01; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7340301,Kế toán,A00; A01; C01; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7380107,Luật kinh tế,A00; A01; C00; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7480201,Công nghệ thông tin,A00; A01; C01; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7510205,Công nghệ kỹ thuật ô tô,A00; A01; C01; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7510601,Quản lý công nghiệp,A00; A01; C00; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7510605,Logistic và quản lý chuỗi cung ứng,A00; A01; C00; D01,15,
MIT - Trường Đại học Công nghệ Miền Đông,7640101,Thú y,A00; B00; C08; D07,15,
MIT - Trường Đại học Công nghệ Miền Đông,7720201,Dược học,A00; B00; C08; D07,21,
FPT - Trường Đại Học FPT,7220201,Ngôn ngữ Anh,A; B; C01; C02; C03; C04,21,
FPT - Trường Đại Học FPT,7220204,Ngôn ngữ Trung Quốc,A; B; C01; C02; C03; C04,21,
FPT - Trường Đại Học FPT,7220209,Ngôn ngữ Nhật,A; B; C01; C02; C03; C04,21,
FPT - Trường Đại Học FPT,7220210,Ngôn ngữ Hàn Quốc,A; B; C01; C02; C03; C04,21,
FPT - Trường Đại Học FPT,7320106,Công nghệ truyền thông,A; B; C01; C02; C03; C04,21,
FPT - Trường Đại Học FPT,7340101,Quản trị kinh doanh,A; B; C01; C02; C03; C04,21,
FPT - Trường Đại Học FPT,7480201,Công nghệ thông tin,A; B; C01; C02; C03; C04,21,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7220201,Ngôn ngữ Anh,C00; D01; D08; D10,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7220210,Ngôn ngữ Hàn Quốc,C00; D01; D10; D66,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7320108,Quan hệ công chúng,A00; A01; C01; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7340101,Quản trị kinh doanh,A00; A01; C01; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7340116,Marketing,A00; A01; C01; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7340122,Thương mại điện tử,A00; A01; C01; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7340201,Tài chính - Ngân hàng,A00; A01; C04; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7340301,Kế toán,A00; A01; D01; D10,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7340406,Quản trị văn phòng,A00; A01; C03; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7380101,Luật,A00; A01; C01; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7480103,Kỹ thuật phần mềm,A00; A01; D01; D10,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7480201,Công nghệ thông tin,A00; A01; D01; D10,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7510205,Công nghệ kỹ thuật ô tô,A00; A01; C01; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,75102050,Công nghệ kỹ thuật ô tô điện,A00; A01; C01; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; C01; D01,14,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7720201,Dược học,A00; B00; D07,21,
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00; A01; C01; D01,14,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7210403,Thiết kế đồ họa,A00; A01; D01; C01,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7220201,Ngôn ngữ Anh,A01; D01; D14; D15,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7220204,Ngôn ngữ Trung Quốc,A01; D01; D14; D15,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7220209,Ngôn ngữ Nhật,A01; D01; D14; D15,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7220210,Ngôn ngữ Hàn Quốc,A01; D01; D14; D15,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7310106,Kinh tế quốc tế,A00; A01; D01; C00,20,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7310109,Kinh tế số,A00; A01; D01; C01,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7310206,Quan hệ quốc tế,A01; D01; D14; D15,21,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7310401,Tâm lý học,D01; C00; D14; D15,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7320104,Truyền thông đa phương tiện,A00; A01; D01; C00,18,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7320106,Công nghệ truyền thông (Truyền thông số),A00; A01; D01; C00,18,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7320108,Quan hệ công chúng,A00; A01; D01; C00,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340101,Quản trị kinh doanh,A00; A01; D01; C00,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340114,Digital Marketing,A00; A01; D01; C00,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340115,Marketing,A00; A01; D01; C00,18,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340116,Bất động sản,A00; A01; D01; C00,18,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340120,Kinh doanh quốc tế,A00; A01; D01; C00,19,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340121,Kinh doanh thương mại,A00; A01; D01; C00,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340122,Thương mại điện tử,A00; A01; D01; C01,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340201,Tài chính - Ngân hàng,A00; A01; D01; C01,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340205,Công nghệ tài chính (Fintech),A00; A01; D01; C01,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340206,Tài chính quốc tế,A00; A01; D01; C01,20,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340301,Kế toán,A00; A01; D01; C01,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340302,Kiểm toán,A00; A01; D01; C01,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340404,Quản trị nhân lực,A00; A01; D01; C00,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7340412,Quản trị sự kiện,A00; A01; D01; C00,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7380101,Luật,A00; A01; D01; C00,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7380107,Luật kinh tế,A00; A01; D01; C00,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7380108,Luật quốc tế,A00; A01; D01; C00,19,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7460108,Khoa học dữ liệu,A00; A01; D01; C01,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7480103,Kỹ thuật phần mềm,A00; A01; D01; C01,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7480201,Công nghệ thông tin,A00; A01; D01; C01,17,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; D01; C00,19,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; D01; C00,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7810201,Quản trị khách sạn,A00; A01; D01; C00,16,
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00; A01; D01; C00,16,
DFA - Trường Đại học Tài chính Quản trị kinh doanh,7310101,Kinh tế (Chuyên ngành: Quản lý kinh tế; Kinh tế - Luật),A00; A01; D01; 004,20.5,
DFA - Trường Đại học Tài chính Quản trị kinh doanh,7340101,Quản trị kinh doanh (Chuyên ngành: Quản trị doanh nghiệp; Quản trị Marketing; Quản trị kinh doanh du lịch),A00; A01; D01; C04,15,
DFA - Trường Đại học Tài chính Quản trị kinh doanh,7340120,Kinh doanh quốc tế (Chuyên ngành: Thương mại quốc tế),A00; A01; D01; C14,15,
DFA - Trường Đại học Tài chính Quản trị kinh doanh,7340201,Tài chính - Ngân hàng (Chuyên ngành: Tài chính doanh nghiệp; Thuế; Ngân hàng; Thẩm định giá),A00; A01; D01; C14,15,
DFA - Trường Đại học Tài chính Quản trị kinh doanh,7340301,"Kế toán (Chuyên ngành: Kế toán công, Kế toán doanh nghiệp, Kế toán tin)",A00; A01; D01; C03,15,
DFA - Trường Đại học Tài chính Quản trị kinh doanh,7340302,Kiểm toán (Chuyên ngành: Kiểm toán),A00; A01; D01; C03,15,
DFA - Trường Đại học Tài chính Quản trị kinh doanh,7340405,Hệ thống thông tin quản lý (Chuyên ngành: Công nghệ Thương mại điện tử),A00; A01; D01; C01,15,
TTG - Trường Đại Học Tiền Giang,7229040,Văn hóa học,C00; D01; D14; D78,15,
TTG - Trường Đại Học Tiền Giang,7310101,Kinh tế,A00; A01; D01; D90,15,
TTG - Trường Đại Học Tiền Giang,7340101,Quản trị Kinh doanh,A00; A01; D01; D90,16,
TTG - Trường Đại Học Tiền Giang,7340201,Tài chính ngân hàng,A00; A01; D01; D90,15,
TTG - Trường Đại Học Tiền Giang,7340301,Kế toán,A00; A01; D01; D90,16,
TTG - Trường Đại Học Tiền Giang,7380101,Luật,A01; D01; C00; D66,20.5,
TTG - Trường Đại Học Tiền Giang,7420201,Công nghệ Sinh học,A00; A01; B00; B08,15,
TTG - Trường Đại Học Tiền Giang,7480201,Công nghệ Thông tin,A00; A01; D07; D90,15,
TTG - Trường Đại Học Tiền Giang,7510103,Công nghệ Kỹ thuật Xây dựng,A00; A01; D07; D90,15,
TTG - Trường Đại Học Tiền Giang,7510201,Công nghệ Kỹ thuật Cơ khí,A00; A01; D07; D90,15,
TTG - Trường Đại Học Tiền Giang,7510203,Công nghệ kỹ thuật cơ điện tử,A00; A01; D07; D90,15,
TTG - Trường Đại Học Tiền Giang,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00; A01; D07; D90,15,
TTG - Trường Đại Học Tiền Giang,7540101,Công nghệ Thực phẩm,A00; A01; B00; B08,15,
TTG - Trường Đại Học Tiền Giang,7620105,Chăn nuôi,A00; A01; B00; B08,15,
TTG - Trường Đại Học Tiền Giang,7620112,Bảo vệ thực vật,A00; A01; B00; B08,15,
TTG - Trường Đại Học Tiền Giang,7620301,Nuôi trồng thủy sản,A00; A01; B00; B08,15,
TTG - Trường Đại Học Tiền Giang,7810101,Du lịch,C00; D01; D14; D78,15,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7310101,Kinh tế,A00; A01; C04; D01,17,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7310104,Kinh tế đầu tư,A00; A01; C04; D01,17,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7310105,Kinh tế phát triển,A00; A01; C04; D01,17,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340101,Quản trị kinh doanh,A00; A01; C01; D01,18.5,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340101-HG,Quản trị kinh doanh (Học tại phân hiệu ĐHTN tại tỉnh Hà Giang),A00; A01; C01; D01,17,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340101-TA,Quản trị kinh doanh,A00; A01; C01; D01,20,CT dạy và học bằng Tiếng Anh
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340115,Marketing,A00; A01; C04; D01,18.5,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340115-TA,Quản trị marketing,A00; A01; C04; D01,20,CT dạy và học bằng Tiếng Anh
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340120,Kinh doanh quốc tế,A00; A01; C04; D01,18,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340201,Tài chính - Ngân hàng,A00; A01; C01; D01,18,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340201-TA,Tài chính,A00; A01; C01; D01,20,CT dạy và học bằng Tiếng Anh
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340301,Kế toán,A00; A01; D01; D07,18,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340403,Quản lý công (Quản lý kinh tế),A00; A01; C01; D01,17,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7340404,Quản trị nhân lực,A00; C00; D01; D14,18,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7380107,Luật kinh tế,A00; C00; D01; D14,18,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7380107-HG,Luật kinh tế (Học tại phân hiệu ĐHTN tại tỉnh Hà Giang),A00; C00; D01; D14,17,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7510605,Logistics và Quản lý chuỗi cung ứng,A00; A01; C01; D01,19,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; C00; C04; D01,18,
DTE - Trường Đại học Kinh tế Quản trị kinh doanh Thái Nguyên,7810103-TA,Quản trị du lịch và khách sạn,A00; C00; C04; D01,20,CT dạy và học bằng Tiếng Anh
PVU - Trường Đại Học Dầu Khí Việt Nam,7480101,"Khoa học Máy tính (Khoa học dữ liệu, Trí tuệ nhân tạo)",A00; A01; D07,20,
PVU - Trường Đại Học Dầu Khí Việt Nam,7520301,Kỹ thuật Hóa học (Lọc-Hóa dầu),A00; A01; D07,20,
PVU - Trường Đại Học Dầu Khí Việt Nam,7520501,Kỹ thuật Địa chất (Địa chất - Địa vật lý Dầu khí),A00; A01; D07,20,
PVU - Trường Đại Học Dầu Khí Việt Nam,7520604,Kỹ thuật Dầu khí (Khoan-Khai thác Mỏ Dầu khí),A00; A01; D07,20,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7220201,Ngôn ngữ Anh,A01; D01; D14; D15,20,Tiếng Anh hệ số 2
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7220204,Ngôn ngữ Trung Quốc,A01; D01; D04; D14,16,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7220209,Ngôn ngữ Nhật Bản,D01; D06; D14; D15,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7220210,Ngôn ngữ Hàn Quốc,D01; D10; D14; D15,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7310206,Quan hệ quốc tế,A01; D01; D14; D15,20,Tiếng Anh hệ số 2
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7310608,Đông phương học,D01; D06; D14; D15,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7320108,Quan hệ công chúng,A01; D01; D14; D15,20,Tiếng Anh hệ số 2
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340101,Quản trị kinh doanh,A01; D01; D07; D11,20,Tiếng Anh hệ số 2
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340120,Kinh doanh quốc tế,A01; D01; D07; D11,20,Tiếng Anh hệ số 2
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340122,Thương mại điện tử,A00; A01; D01; D07,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340201,Tài chính - Ngân hàng,A01; D01; D07; D11,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340301,Kế toán,A01; D01; D07; D11,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7340302,Kiểm toán,A01; D01; D07; D11,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7380101,Luật,A01; C00; D01; D66,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7380107,Luật kinh tế,A01; D01; D15; D66,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7480107,Trí tuệ nhân tạo,A00; A01; D01; D07,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7480201,Công nghệ thông tin,A00; A01; D01; D07,15,
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7510605,Logistics và quản lý chuỗi cung ứng,A01; D01; D07; D11,20,Tiếng Anh hệ số 2
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7810103,Quản trị dịch vụ du lịch và lữ hành,A01; D01; D14; D15,20,Tiếng Anh hệ số 2
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,7810201,Quản trị khách sạn,A01; D01; D14; D15,20,Tiếng Anh hệ số 2
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7140246,Sư phạm công nghệ,A00; A01; B00; D01,19,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7340101,Quản trị kinh doanh,A00; A01; B00; D01,18,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7340122,Thương mại điện tử,A00; A01; B00; D01,18,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7340301,Kế toán,A00; A01; B00; D01,18,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7480108,Công nghệ kỹ thuật máy tính,A00; A01; B00; D01,18,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7480201,Công nghệ thông tin,A00; A01; B00; D01,19,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7510201,Công nghệ kỹ thuật cơ khí,A00; A01; B00; D01,18,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7510202,Công nghệ chế tạo máy,A00; A01; B00; D01,18.5,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7510203,Công nghệ kỹ thuật cơ điện tử,A00; A01; B00; D01,18,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7510205,Công nghệ kỹ thuật ô tô,A00; A01; B00; D01,20,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7510206,Công nghệ kỹ thuật nhiệt (CN: Nhiệt - điện lạnh),A00; A01; B00; D01,18,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; B00; D01,19.5,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7510302,Công nghệ kỹ thuật điện tử - viễn thông (CN: Thiết kế vi mạch),A00; A01; B00; D01,18,
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00; A01; B00; D01,20,
CEA - Trường Đại học Kinh Tế Nghệ An,7220201,Ngôn ngữ Anh,A00; A01; B00; D01,20,
CEA - Trường Đại học Kinh Tế Nghệ An,7310101,Kinh tế,A00; A01; B00; D01,17,
CEA - Trường Đại học Kinh Tế Nghệ An,7310109,Kinh tế số,A00; A01; B00; D01,18,
CEA - Trường Đại học Kinh Tế Nghệ An,7340101,Quản trị kinh doanh,A00; A01; B00; D01,17,
CEA - Trường Đại học Kinh Tế Nghệ An,7340115,Marketing,A00; A01; B00; D01,17,
CEA - Trường Đại học Kinh Tế Nghệ An,7340122,Thương mại điện tử,A00; A01; B00; D01,19,
CEA - Trường Đại học Kinh Tế Nghệ An,7340201,Tài chính ngân hàng,A00; A01; B00; D01,17,
CEA - Trường Đại học Kinh Tế Nghệ An,7340205,Công nghệ tài chính,A00; A01; B00; D01,20,
CEA - Trường Đại học Kinh Tế Nghệ An,7340301,Kế toán,A00; A01; B00; D01,17,
CEA - Trường Đại học Kinh Tế Nghệ An,7480201,Công nghệ thông tin,A00; A01; B00; D01,17,
CEA - Trường Đại học Kinh Tế Nghệ An,7510605,Logictics và chuỗi cung ứng,A00; A01; B00; D01,19,
CEA - Trường Đại học Kinh Tế Nghệ An,7620101,Nông nghiệp,A00; A01; B00; D01,17,
CEA - Trường Đại học Kinh Tế Nghệ An,7620201,Lâm học,A00; A01; B00; D01,18,
CEA - Trường Đại học Kinh Tế Nghệ An,7640101,Thú y (Bác sĩ Thú y),A00; A01; B00; D01,17,
CEA - Trường Đại học Kinh Tế Nghệ An,7850103,Quản lý đất đai,A00; A01; B00; D01,17,
LNH - Trường Đại Học Lâm nghiệp,7310101,Kinh tế,A00; A16; C15; D01,16.4,
LNH - Trường Đại Học Lâm nghiệp,7340101,Quản trị kinh doanh,A00; A16; C15; D01,16.6,
LNH - Trường Đại Học Lâm nghiệp,7340116,Bất động sản,A00; A16; C15; D01,19.6,
LNH - Trường Đại Học Lâm nghiệp,7340201,Tài chính – Ngân hàng,A00; A16; C15; D01,17.1,
LNH - Trường Đại Học Lâm nghiệp,7340301,Kế toán,A00; A16; C15; D01,16.1,
LNH - Trường Đại Học Lâm nghiệp,7420201,Công nghệ sinh học,A00; A16; B00; B08,15.8,
LNH - Trường Đại Học Lâm nghiệp,7480104,Hệ thống thông tin,A00; A01; A16; D01,15.3,
LNH - Trường Đại Học Lâm nghiệp,7510203,Công nghệ kỹ thuật cơ điện tử,A00; A01; A16; D01,15.4,
LNH - Trường Đại Học Lâm nghiệp,7510205,Công nghệ kỹ thuật ô tô,A00; A01; A16; D01,15.2,
LNH - Trường Đại Học Lâm nghiệp,7510605,Logistics và Quản lý chuỗi cung ứng,A00; A16; C15; D01,15.9,
LNH - Trường Đại Học Lâm nghiệp,7520103,Kỹ thuật cơ khí,A00; A01; A16; D01,16.8,
LNH - Trường Đại Học Lâm nghiệp,7549001,Công nghệ chế biến lâm sản,A00; A16; D01; D07,17.3,
LNH - Trường Đại Học Lâm nghiệp,7580102,Kiến trúc cảnh quan,A00; D01; C15; V01,18.5,
LNH - Trường Đại Học Lâm nghiệp,7580108,Thiết kế nội thất,A00; C15; D01; H00,16.1,
LNH - Trường Đại Học Lâm nghiệp,7580201,Kỹ thuật xây dựng,A00; A01; A16; D01,17,
LNH - Trường Đại Học Lâm nghiệp,7620105,Chăn nuôi,A00; B00; C15; D01,15,
