SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi,KHTN,KHXH
2001345,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,7.75,7.5,,,,,9.0,2024,,8.1
2001346,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.5,,,6.0,,7.25,7.8,,2024,,
2001347,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,7.5,,,7.5,,6.75,8.4,,2024,,
2001348,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.0,6.0,6.0,,,,4.4,7.75,2024,,6.6
2001349,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.75,,6.5,8.4,,2024,,
2001350,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,6.0,7.75,,,,6.0,8.0,2024,,7.2
2001351,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.0,7.0,6.25,,,,5.4,8.75,2024,,7.3
2001352,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,4.75,,5.75,8.0,,2024,,
2001353,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.0,6.5,8.25,,,,6.8,9.0,2024,,7.9
2001354,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,4.25,4.5,5.5,,,,4.2,7.25,2024,,5.8
2001355,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.0,,,8.5,,6.25,9.0,,2024,,
2001356,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.0,,,6.5,,5.25,6.2,,2024,,
2001357,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,6.75,,4.75,8.8,,2024,,
2001358,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.75,,,5.5,,5.25,4.2,,2024,,
2001359,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,3.75,4.75,,,,6.8,5.75,2024,,4.8
2001360,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.0,,,7.0,,5.75,6.6,,2024,,
2001361,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.0,,,5.0,,4.25,4.4,,2024,,
2001362,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,8.75,7.5,,,,7.2,9.25,2024,,8.5
2001363,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.25,5.75,5.0,,,,4.6,8.75,2024,,6.5
2001364,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.0,5.25,5.25,6.0,,,,5.8,8.0,2024,,6.4
2001365,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,5.25,,6.5,9.0,,2024,,
2001366,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.8,5.0,6.0,6.25,,,,6.2,7.25,2024,,6.5
2001367,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.75,,,5.25,,4.25,5.4,,2024,,
2001368,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.0,7.75,8.0,9.25,,,,8.2,8.75,2024,,8.7
2001369,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,5.5,6.75,,,,4.8,7.5,2024,,6.6
2001370,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.0,6.75,,,6.75,,7.5,8.2,,2024,,
2001371,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.0,,,6.0,,6.0,8.2,,2024,,
2001372,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.0,,,7.5,,6.75,8.8,,2024,,
2001373,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,6.25,5.5,,,,6.8,7.5,2024,,6.4
2001374,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,6.75,,7.0,5.2,,2024,,
2001375,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.25,7.25,8.25,,,,6.4,8.25,2024,,7.9
